content;score;thumbsUpCount;reviewCreatedVersion;at
Muito bom o aplicativo;5;0;2.2.373840.0;2020-12-04 19:51:06
Excelsior!!!;5;0;2.2.305814.0;2019-12-07 09:27:50
muito bom;5;0;2.2.435197.0;2021-11-13 22:18:34
Sensacional;5;0;2.2.432925.0;2021-10-31 12:33:17
Melhorou;5;0;2.2.427576.0;2021-10-17 00:31:26
Excelente;5;0;2.2.421843.0;2021-09-05 03:02:35
Muito dez adorei;5;0;2.2.339390.0;2020-06-16 16:04:21
Excepcional;5;0;2.2.387920.0;2021-03-13 14:14:40
O melhor dos melhores 👏👏👏👏👏👏👏👏;5;0;2.2.375370.0;2021-01-03 20:07:48
É simplesmente perfeito essa aplicativo da Alexa;5;0;2.2.421843.0;2021-09-02 13:08:36
Amando;5;0;2.2.410255.0;2021-07-03 19:28:00
Muito bom;5;0;;2021-06-02 19:24:47
Boa;5;0;2.2.404000.0;2021-06-10 00:20:20
Ótima perfeita;5;0;2.2.423409.0;2021-09-26 14:17:07
Show de bola;5;0;;2021-06-25 17:58:15
Show;5;0;2.2.305814.0;2019-12-07 16:25:08
AVALIACAO;5;0;2.2.384932.0;2021-02-27 17:01:06
App do futuro realmente maravilhoso;5;0;2.2.387920.0;2021-03-11 16:36:45
Uma interação bem divertida, sendo uma ferramenta útil para muitas atividades do dia a dia. Com o passar do tempo, você vai se familiarizando e se acostumando com as funções básicas. Vale a experiência.;5;12;2.2.314343.0;2020-02-01 22:24:35
Maravilhoso app;5;0;2.2.410255.0;2021-07-11 18:24:20
Achei muito bom!;5;0;2.2.413073.0;2021-07-25 00:25:48
Muito bom;5;0;2.2.413073.0;2021-07-15 00:02:39
Legal;5;0;2.2.375370.0;2021-01-19 02:52:53
Sei la;5;0;2.2.375370.0;2020-12-25 01:03:43
Ótimo aplicativo;5;0;2.2.407457.0;2021-06-22 10:44:19
Muito bom show;5;0;2.2.390493.0;2021-03-23 11:06:14
Perfeito e muito engraçado;5;0;2.2.413073.0;2021-07-17 21:53:07
Simplesmente fantástico.;5;0;2.2.407457.0;2021-06-24 03:16:18
Alexa é a melhor companhia que alguém pode ter, facilita minha vida, acordo com a minha música predileta, passa todas as notificações de compras, recebimentos de produtos ou qualquer outro aviso. Ela alerta cada lembrete dos meus afazeres do dia. Até na lista de compras de supermercado, ela adiciona qualquer produto que peço, para eu não esquecer. Só que ela vai mais além, liga e desliga qualquer luz se estiver conectado a ela, com apenas um comando de voz. Ela é show!;5;4;2.2.432925.0;2021-11-01 23:55:46
Ótimo aplicativo;5;0;2.2.427576.0;2021-10-19 00:47:21
Espetacular.;5;0;2.2.350157.0;2020-08-24 21:26:33
Sensacional;5;0;2.2.427576.0;2021-10-21 12:51:24
Estou curtindo muito!;5;0;2.2.403931.0;2021-05-19 20:34:12
Muito excelente Gostei demais;5;0;2.2.410255.0;2021-07-06 01:13:07
Adorei o app amo muito sempre queiz ter a alexa amo ela de mas muito obrigada mano vcs são Dimas♥️♥️♥️♥️♥️♥️♥️♥️♥️;5;0;2.2.371484.0;2020-11-13 21:19:04
Adoro a alexa nao consigo viver sem.;5;0;2.2.356720.0;2020-09-11 17:26:08
Ótimo;5;0;2.2.307495.0;2019-12-12 17:46:51
Muito bom;5;0;2.2.422256.0;2021-09-10 21:36:09
Muito bom;5;0;;2021-08-27 00:21:17
Muito bom;5;0;2.2.375370.0;2021-01-18 15:10:10
Gostei muito bom;5;0;2.2.398067.0;2021-05-04 10:16:54
Perfeito. Me ajuda muito;5;0;2.2.413073.0;2021-07-27 00:09:25
Amei a Alexa .;5;0;2.2.343305.0;2020-07-03 23:39:15
Amei não me sinto mais sozinha;5;0;2.2.375370.0;2021-01-07 10:08:54
Muito show!;5;0;2.2.300836.0;2019-10-25 00:49:53
Bom demais, cada dia uma descoberta;5;0;2.2.422256.0;2021-09-21 13:32:03
MUTO BAM;5;0;2.2.369045.0;2020-10-31 22:36:26
Adorei, fácil de usar.;5;0;2.2.367729.0;2020-10-25 13:42:21
A Alexa e MT legal eu pedi pra ela cantar Rain on me de Lady Gaga e Ariana grande ela cantou e e linda Obrigado Amazon;5;0;;2020-11-01 15:44:22
Gostei dela;5;0;2.2.356720.0;2020-09-16 20:20:10
Não funciona muito bem no moto G5, sou pobre kkkkkkkk;5;0;2.2.347119.0;2020-07-16 18:58:12
Excelente, ele me ajuda muito. Nota 💯;5;0;2.2.423409.0;2021-09-26 21:47:28
D +;5;0;2.2.410255.0;2021-07-09 09:04:18
Maravilhosa;5;0;2.2.375370.0;2021-01-17 13:49:31
Muito bom é mesmo kkk mentira é muito bom pode abaixar;5;0;;2021-06-08 12:28:13
Muito bom;5;0;2.2.375370.0;2021-02-04 21:23:26
Excelente assistente virtual, não vivo sem, amo...;5;0;2.2.426944.0;2021-10-03 13:27:00
Porque não conheci antes a Alexa? Sensacional a alexa e o app ... já conectei com todas as minhas luzes e tomadas... agora é investir mais um pouco em outros produtos com inteligência.;5;0;2.2.416420.0;2021-09-02 16:18:47
Fácil de usar e configurar.;5;0;2.2.329454.0;2020-05-11 13:00:25
Melhor App do mundo;5;0;2.2.407457.0;2021-06-30 11:27:04
Muito top;5;0;2.2.371484.0;2020-11-08 20:46:33
BOM;5;0;2.2.413073.0;2021-07-20 15:05:08
Eu acho otimo eu uso a lexa sou que ela fala englesh e eu falo portugues e e fica a dizer que a lexa nao é compativel com portugues melhorem isto por favor mais a app é muito util;5;0;2.2.375370.0;2021-01-06 22:24:59
Tem como colocar a rádio liberdade FM Betim?;5;0;2.2.404000.0;2021-06-07 22:07:22
Ótimo;5;0;2.2.372932.0;2020-11-20 21:38:44
Adoro;5;0;2.2.390493.0;2021-03-18 21:24:56
otima para ouvir musicas;5;0;2.2.407450.0;2021-06-25 17:43:13
"Mesmo alguns dispositivos sendo meio ""surdinhos"", a Alexa em si, é prestativa, divertida e alegre!!! E que continue aprendendo sempre, como na vida humana !!!";5;1;2.2.432925.0;2021-11-06 14:39:25
Excelente muito bom;5;0;2.2.413073.0;2021-07-25 21:20:58
Excelente;5;0;;2020-07-07 04:37:14
Sensacional gostei muito.;5;0;2.2.399869.0;2021-05-01 12:35:22
Muito bom;5;0;2.2.407457.0;2021-07-01 21:19:48
Legal mano;5;0;2.2.426944.0;2021-10-04 11:28:13
Muito bom o aplicativo;5;0;2.2.407457.0;2021-06-19 14:52:45
Perfeito funciona;5;0;2.2.384932.0;2021-02-25 12:00:46
Amazing app;5;0;2.2.312523.0;2020-01-16 23:57:19
Muito bom eu recomendo 👍;5;0;2.2.410255.0;2021-07-07 19:30:42
Muito bom , Gostei muito !!!;5;0;2.2.305814.0;2019-11-30 12:34:00
Otimo;5;0;2.2.416420.0;2021-08-20 20:45:11
Funciona perfeitamente, nada a reclamar, espero que continue assim.;5;0;2.2.415290.0;2021-08-03 00:35:00
Muito intuitiva;5;0;2.2.356720.0;2020-09-07 21:35:38
Muito bom;5;0;2.2.398067.0;2021-04-26 08:04:49
Muito bom;5;0;2.2.375370.0;2020-12-15 17:33:51
Show;5;0;2.2.403931.0;2021-05-28 12:39:19
Muito legal;5;0;2.2.375370.0;2021-02-03 21:52:52
Maravilhoso;5;0;2.2.394437.0;2021-04-04 02:17:57
Ótimo;5;0;2.2.339390.0;2020-06-11 03:36:18
Muito bom;5;0;2.2.427576.0;2021-10-09 10:44:32
Ótimo;5;0;;2021-11-02 14:57:39
Encantada;5;0;2.2.375370.0;2020-12-09 22:45:48
Excelente;5;0;2.2.416420.0;2021-08-31 00:23:04
Top;5;0;2.2.384932.0;2021-02-27 01:38:18
Surpreendente, uma experiência fantástica.;5;0;2.2.375370.0;2020-12-10 02:03:57
Muito bom;5;0;2.2.384932.0;2021-03-05 01:15:08
Maravilha usando;5;0;;2020-04-02 20:03:35
Bom d mais gostei;5;0;2.2.403931.0;2021-05-28 06:30:26
A alexa e muito boa vim pelo erick carr e amei mas nada a disser;5;0;;2020-10-31 15:58:39
Maravilha..;5;0;2.2.395092.0;2021-04-21 00:57:55
Muito top... amei.;5;0;2.2.407450.0;2021-06-15 23:52:20
Ótimo;5;0;2.2.398067.0;2021-04-26 23:59:00
No Android 10 tudo perfeito;5;0;2.2.400291.0;2021-05-09 13:11:41
Excelente!!! Muito prático!!!;5;0;2.2.394437.0;2021-04-04 17:06:56
Muito boa;5;0;2.2.407457.0;2021-06-25 14:26:00
Gosto muito da Alexa. Na vida corrida do dia a dia me lembra dos compromissos, relaxa comigo com músicas e todas as outras funções que tornam a vida um pouco mais fácil.;5;5;2.2.416420.0;2021-08-23 18:44:28
Bom;5;0;2.2.395092.0;2021-04-18 17:10:52
Muito bom...;5;0;2.2.350157.0;2020-08-09 16:33:14
Sem palavras , muito bom adorei .;5;0;2.2.342851.0;2020-06-19 16:18:42
Excelente!;5;6;2.2.413073.0;2021-07-16 02:03:34
Sensacional;5;0;2.2.415290.0;2021-07-29 15:55:06
mto legal;5;0;2.2.375370.0;2020-12-27 13:17:44
Excelente aplicativo, parece uma pessoa em nossa casa.;5;0;2.2.339390.0;2020-06-13 21:10:26
Ótimo. Nunca escutei tantas músicas de meu gosto com tanta facilidade.;5;0;2.2.395092.0;2021-04-19 17:30:19
Seriooo eu amei o app super legall;5;0;2.2.416420.0;2021-08-06 01:46:44
Impressionante!;5;0;2.2.399869.0;2021-05-05 01:42:36
Muito top;5;0;2.2.403931.0;2021-05-31 23:40:01
Ótimo;5;0;2.2.350157.0;2020-08-14 14:27:17
Melhor Assistente!!;5;0;2.2.407457.0;2021-06-29 23:55:12
Muito bom Me ajuda muito perfeito adorei;5;0;2.2.350157.0;2020-08-15 17:45:41
Excelente;5;0;2.2.390493.0;2021-04-02 01:23:19
Funcional;5;0;2.2.305814.0;2019-12-09 18:04:11
Amooo a Alexa;5;0;;2020-05-17 04:36:58
Top demais;5;0;2.2.410255.0;2021-07-08 23:25:48
Excelente;5;0;2.2.407450.0;2021-06-13 03:16:08
Ok;5;0;2.2.413073.0;2021-07-16 03:33:21
Ótimo custo benefício!;5;0;2.2.371484.0;2020-11-14 11:14:35
Muito bom;5;0;2.2.399869.0;2021-05-05 22:52:46
Maravilhosa;5;0;2.2.407457.0;2021-06-27 13:41:16
Tudo de bom 👍;5;0;2.2.399869.0;2021-04-29 17:42:47
Ótima muito interessante;5;0;2.2.407450.0;2021-06-16 22:16:29
Amei a Alexa e a Echo Dot;5;0;2.2.361946.0;2020-10-07 22:13:28
Muito bom parabéns;5;0;2.2.407457.0;2021-06-25 22:10:34
Adoro ela;5;0;2.2.350157.0;2020-08-08 17:53:01
Massa de verdade;5;0;;2021-11-07 23:56:31
Show;5;0;2.2.403931.0;2021-05-23 22:22:12
Bom;5;0;2.2.427576.0;2021-10-11 15:30:04
Um ótimo aplicativo para nós parabéns;5;0;2.2.407450.0;2021-06-11 02:20:36
Nota 10 kkkkkk;5;0;2.2.395092.0;2021-04-22 00:50:34
Muito bom;5;0;2.2.329454.0;2020-05-01 19:36:43
Muito bom super indico;5;0;2.2.416420.0;2021-08-05 01:58:17
Estou gostando muito.;5;0;2.2.390493.0;2021-03-26 12:21:02
fenomenal;5;0;2.2.435197.0;2021-11-16 03:44:36
Alexa com certeza cumpre o que promete. Conforme vc for automatizando sua casa mais ela será útil.;5;1;2.2.390493.0;2021-03-19 09:39:53
Top;5;0;;2021-06-17 16:40:24
adorei a alexa ela e uma coonpanheira;5;0;2.2.383959.0;2021-02-10 14:12:32
Ótima;5;0;2.2.407457.0;2021-07-02 05:07:46
Excelente!;5;0;2.2.415290.0;2021-08-03 18:38:09
Ótimo;5;0;2.2.403931.0;2021-05-20 18:43:36
Mto bom;5;0;2.2.432925.0;2021-10-31 23:17:01
Muito fácil de usar e com muitas opções. Única coisa que poderiam melhorar é as skills para podcasts que ainda são poucas;5;0;2.2.421843.0;2021-09-07 19:08:56
Muito bom;5;0;;2021-06-10 19:29:50
App fácil e bem intuitivo.;5;1;2.2.398067.0;2021-04-30 13:11:52
Minha experiência é ótima 😃;5;0;2.2.390493.0;2021-03-28 14:54:53
Show!!!;5;0;2.2.345151.0;2020-07-08 20:33:24
Muito bom Melhorando cada vez mais.;5;0;2.2.407457.0;2021-06-26 14:23:17
Facilita muito o dia-a-dia.;5;0;2.2.342851.0;2020-06-18 14:33:14
Estou gostando muito.;5;0;2.2.361946.0;2020-09-24 14:33:45
Simplesmente maravilhosa;5;0;2.2.343305.0;2020-06-30 19:27:57
App simplesmesnte maravilhoso;5;0;2.2.369045.0;2020-10-30 00:19:16
Top das galáxias ...;5;0;2.2.373840.0;2020-11-27 02:28:14
Top;5;0;2.2.413073.0;2021-07-28 16:16:37
"O aplicativo e ótimo!! A alexa as vezes demara para responder, mais ela sempre responde, ela te ajuda muito no seu dia dia, e so você falar """"Alexa"""" Desligue as luzes que ela vai desligar pra você e você não presisa se levantar, e ter ela gratuitamente e otimo!! Ta pra você se divertir muito com ela, aconselho muito abaixar o APP...";5;0;2.2.407457.0;2021-07-01 01:47:19
Joinha;5;0;;2020-11-06 18:19:41
É bonzinho;5;0;;2021-04-01 16:59:44
Muito top, Alexa é muito divertida e rápida, o app é muito intuitivo e prático;5;1;2.2.371484.0;2020-11-09 19:58:39
Muito top muito bom tou amando a alexa;5;0;2.2.373840.0;2020-12-10 17:31:10
Muito bom;5;0;2.2.375370.0;2020-12-19 03:21:17
Muito bom;5;0;2.2.359773.0;2020-09-19 16:32:22
Maravilhosa, amei;5;0;2.2.373840.0;2020-11-29 03:54:59
Gostei! Muito eficiente;5;0;2.2.375370.0;2020-12-24 15:35:15
Até agora muito bom;5;0;2.2.347119.0;2020-07-15 19:34:37
Muito bom;5;0;;2021-06-07 15:13:01
Alexa é só força!;5;0;2.2.403931.0;2021-06-03 16:27:29
Top;5;0;;2021-03-13 04:42:31
Perfeito amei muito para quem não tem condições de Delmar lexa aplicativo super útil e perfeito ótimo;5;0;2.2.416420.0;2021-08-27 23:30:04
Excelente, Deezer . Funciona 1000% . Músicas . Playlists , Artistas ... Flow .... Testando 100% Som espetacular.....;5;0;2.2.305814.0;2019-12-05 22:56:52
Estou sentindo um pouco de dificuldade mas chego lá;5;0;2.2.314100.0;2020-01-25 17:46:45
Otima;5;0;2.2.435197.0;2021-11-12 01:32:39
Excelente;5;0;2.2.390493.0;2021-04-17 15:12:33
Muito bom;5;0;2.2.430534.0;2021-10-24 01:43:44
Sensacional;5;0;;2020-06-19 23:13:11
Muito bom;5;0;2.2.413073.0;2021-07-18 18:32:04
Funciona perfeitamente, principalmente a integração com o Echo é incrível!;5;0;2.2.297923.0;2019-10-09 01:47:08
Ótimas experiências.;5;0;2.2.413073.0;2021-07-27 16:18:48
muito bom;5;0;;2021-09-24 01:34:48
Amei o App é muito bom;5;0;2.2.375370.0;2020-12-13 17:19:17
Sensacional, estava com problema de instabilidade quando conectava via wi-fi, descobri que o problema era o root;5;2;2.2.413073.0;2021-07-22 21:17:41
Muito bom! As vezes um pouco lento, mais no geral muito bom!;5;0;2.2.319280.0;2020-03-08 01:04:21
Melhor assitente que eu já vi;5;0;;2021-09-20 15:05:42
Já tenho três alexas e MT bom;5;0;2.2.372932.0;2020-11-26 18:16:36
Ótimo;5;0;2.2.375370.0;2020-12-18 16:36:16
Tooop de mais, curtindo Pakas!!!!!✌️;5;0;2.2.415290.0;2021-08-03 18:39:47
Ótimo;5;0;2.2.398067.0;2021-04-29 17:25:58
Top dms;5;0;2.2.407457.0;2021-06-27 15:01:15
Melhor compra que fiz, a APP é um pouco confusa ao início mas apanha se o jeito;5;0;2.2.387920.0;2021-03-11 00:04:11
Otimo;5;0;2.2.353746.0;2020-09-03 17:30:58
Sensacional! Mrlhor que o esperado!;5;0;2.2.403931.0;2021-05-25 22:37:30
Ótima para organizar a vida;5;0;2.2.372932.0;2020-11-19 03:09:13
Até agora eu estou gostando muito deste aplicativo;5;0;2.2.421843.0;2021-09-06 17:16:02
Muitoooo bom;5;0;2.2.410255.0;2021-07-08 16:27:14
Incrível, ameiii;5;0;2.2.372932.0;2020-11-19 10:07:58
Estou adorando....;5;0;2.2.387920.0;2021-03-11 01:04:54
Maravilhoso. Só faltou a opção mãos livres;5;0;2.2.356720.0;2020-09-08 04:12:47
Amei sopodi melhorar um pouco ta;5;0;2.2.395092.0;2021-04-20 23:51:21
Ótimo custo-benefício para quem desejar começar a automatizar sua casa.;5;0;2.2.307833.0;2019-12-26 22:51:39
Experiência até agora ótima;5;0;2.2.361946.0;2020-10-03 03:51:06
Excelente;5;0;2.2.356720.0;2020-09-14 02:54:15
Bom, só um pouco Lento as vezes;5;0;2.2.413073.0;2021-07-23 01:36:26
Muito bom;5;0;2.2.407457.0;2021-06-24 20:37:54
Muito bom obrigada me ajuda muito;5;0;2.2.407457.0;2021-06-25 22:27:59
Se funcionasse por como de voz como o ok Google sem ter de precisar o botão home seria perfeito;5;0;2.2.432925.0;2021-10-29 14:51:07
Muito bom;5;0;2.2.416420.0;2021-08-11 17:34:01
Ótima;5;0;2.2.375370.0;2021-01-25 01:30:25
App sensacional simple de mexer;5;0;2.2.373840.0;2020-11-30 23:20:44
Amo minha Alexa;5;0;2.2.403931.0;2021-05-27 13:18:51
Muito bom ótimo;5;0;2.2.304581.0;2019-11-16 17:01:13
Show;5;0;2.2.373840.0;2020-11-27 21:22:25
Perfeito! Integra facilmente com as Skils;5;0;2.2.375370.0;2021-01-16 12:11:09
Gostei muito do app parabéns;5;0;2.2.432925.0;2021-11-11 01:43:52
Muito bom;5;0;2.2.410255.0;2021-07-10 21:51:41
Experiência muito bacana, ela e sensacional, um assistente de mao cheia. Ate falar sussurando ela fala.;5;0;2.2.399869.0;2021-05-02 20:29:38
Muito fácil de configurar, até o momento tudo perfeito.;5;0;2.2.387920.0;2021-03-11 20:27:05
Muito bom;5;0;2.2.416420.0;2021-08-15 20:08:23
Tô achando incrivel;5;0;2.2.410255.0;2021-07-02 21:44:36
Muito bom;5;0;2.2.314343.0;2020-02-09 15:05:23
Estou gostando mas tenho que testar mais;5;0;2.2.334561.0;2020-05-12 15:59:13
Extremamente divertido e intuitivo;5;0;2.2.305814.0;2019-11-30 14:08:16
Chouuii;5;0;2.2.432925.0;2021-11-14 11:40:27
Gosto demais , maravilhoso;5;0;2.2.427576.0;2021-10-11 18:33:22
Até o momento muito bom;5;0;2.2.407450.0;2021-06-13 18:48:00
Tudo OK;5;0;2.2.329454.0;2020-05-16 21:38:57
Estou adorando;5;0;2.2.407457.0;2021-06-29 23:34:18
Alexa melhor assistente do mundo ,muitas funções e etc Adorei;5;0;2.2.416420.0;2021-08-26 01:35:20
Um pouco lento pra responder, porém o aplicativo faz tudo o que promete e tem a seu alcance.;5;0;2.2.384932.0;2021-02-22 02:21:12
Tô gostando muito . ótimo aplicativo;5;0;2.2.383959.0;2021-02-11 21:45:03
Muito top. Gostando muito da experiência com a Alexa.;5;0;2.2.384932.0;2021-02-10 20:33:35
ótimo;5;0;2.2.384932.0;2021-03-02 14:02:54
Amei;5;0;2.2.407457.0;2021-06-22 00:04:50
Muito bom e Amazon fiel nota 10;5;0;2.2.407450.0;2021-06-16 00:01:10
Melhor compra dos últimos tempos;5;0;2.2.407457.0;2021-06-24 04:28:44
Melhorou bastante adoro alexia;5;0;2.2.375370.0;2021-01-22 23:57:37
👍;5;0;2.2.422256.0;2021-09-21 01:15:11
MT bom o app;5;0;;2020-10-14 01:03:13
Top;5;0;2.2.398067.0;2021-04-25 02:33:57
Muito bom até agora;5;0;2.2.375370.0;2020-12-21 22:46:57
Eu não tenho palavras para descrever esse app kkkkk então vou dizer que esse app é maravilhoso!!;5;0;2.2.375370.0;2020-12-23 23:05:03
Muito bom.;5;0;2.2.375370.0;2020-12-26 03:20:50
Ótimo app, mais atualizou agora e o tema ficou horrível.;5;0;2.2.400291.0;2021-05-13 13:28:39
Legal;5;0;;2020-03-31 00:12:11
Aplicativo perfeito;5;0;2.2.416420.0;2021-08-24 22:43:07
adorei esse aplicativo muito Bom;5;0;2.2.435306.0;2021-11-21 14:37:05
Muito bom;5;0;2.2.345151.0;2020-07-04 20:09:36
Sensacional;5;0;2.2.416420.0;2021-09-18 21:17:43
Mto bom!;5;0;2.2.390493.0;2021-03-24 23:55:15
Maravilhosa 😍😍;5;0;2.2.400291.0;2021-05-11 15:07:58
Bom;5;0;2.2.322087.0;2020-04-06 09:04:52
Amei á Alexa;5;0;2.2.305814.0;2019-12-09 00:01:31
de 10 a 0 no google...;5;0;2.2.413073.0;2021-07-27 14:16:49
A minha experiência foi ótima;5;0;2.2.371484.0;2020-11-13 22:23:11
Eu amei esse app super bom e fácil de mecher;5;0;;2020-12-25 16:06:48
Gostei porém não consigo ativar minha smart tv lg 4k;5;0;2.2.400291.0;2021-05-06 20:21:45
Ótimo;5;0;2.2.390493.0;2021-03-18 21:35:42
Ótima assistente virtual;5;0;2.2.361946.0;2020-10-05 15:56:21
Ela e demais;5;0;;2020-12-23 05:11:54
Top;5;1;2.2.415290.0;2021-08-23 22:44:40
Tenho uma alexa física e acho essencialmente necessária a app. Embora a alexa seja independente, a app ajuda a usufruir de todas as funcionalidades possíveis deste equipamento. E qualquer pessoa sem uma alexa física tira um muito bom proveito da app. Exatamente igual, só que na app é preciso desbloquear o ecrã para falar/comandar.;5;4;;2019-09-19 21:33:42
A alexa é show;5;0;2.2.416420.0;2021-08-18 03:18:26
Mereci todas as estrelas;5;0;2.2.404000.0;2021-06-08 19:50:26
Bacana;5;0;2.2.375370.0;2020-12-09 14:29:19
Legal Facilidade;5;0;2.2.384932.0;2021-02-27 19:46:23
Top.....;5;0;2.2.427576.0;2021-10-12 13:02:19
Muito bom, eu mesmo quero deixar minha casa toda só no comando da Alexa, maravilhoso aplicativo, não dou mais estrelas pois não tem como.;5;1;2.2.422256.0;2021-09-17 06:18:19
Ótima;5;0;;2021-02-10 00:11:56
Alexa é muito divertida, e interage bem. Uma experiência diferente. E olhe, que nem integrei outros dispositivos ainda.;5;1;2.2.345151.0;2020-07-03 03:51:29
Ótimo aplicativo.;5;0;2.2.305814.0;2019-12-07 12:02:25
Ótimo recomendo para todos;5;0;;2020-07-31 04:08:43
Ainda estou aprendendo, mas muito satisfeito.;5;0;2.2.342851.0;2020-06-19 10:06:37
Ótimo aplicativo;5;0;2.2.427576.0;2021-10-11 14:15:02
muito bom;5;0;2.2.373840.0;2020-12-02 19:27:07
Muito bommmm;5;0;2.2.400291.0;2021-06-06 04:24:03
Troppo Buono;5;0;2.2.375370.0;2021-01-05 23:41:48
Otima;5;0;2.2.347119.0;2020-07-26 16:55:30
Excelente;5;0;2.2.384932.0;2021-02-21 20:01:40
Muito legal;5;0;2.2.413073.0;2021-07-18 16:46:55
Estou muito feliz com a Alexa;5;1;2.2.302167.0;2019-11-11 13:54:53
Já tô viciado contando os dias pra comprar uma echo Alexa no momento usando só no smartphone muito top parabéns pelo app Amazon;5;0;2.2.319280.0;2020-02-28 01:04:09
Show!!!;5;0;2.2.390493.0;2021-03-29 00:38:02
Muito bommm;5;0;2.2.367729.0;2020-10-22 21:17:55
Muito bom só falta algumas coisas;5;0;2.2.375370.0;2021-01-16 17:55:57
Há uma estagnação no app, não vejo melhorias a tempos, o comando de voz para celulares está com bugs, já deveriam disponibilizar o mesmo ambiente das ecoshow para os smartphone, pois assim a acessos aos comandos seriam mais eficazes a noite na cabeceira da cama, quanto ao preço no brasil, é impraticável, o que inviabiliza o acesso de toda as classes. Peço encarecidamente, melhorar é um ciclo.;5;86;2.2.337761.0;2020-05-25 22:23:31
Excelente!;5;0;2.2.416420.0;2021-08-30 20:47:10
Super recomendo;5;0;2.2.394437.0;2021-04-14 18:16:34
Alexa é maravilhosa, não quero outra vida, minha best friend.;5;0;2.2.375370.0;2021-01-31 02:03:05
Exelente gostei muito do aplicativo mandou bem 5 estrelas;5;0;;2021-01-31 01:41:14
Muito bom!!;5;0;2.2.367729.0;2020-10-24 21:42:15
Show de bola!;5;0;2.2.383959.0;2021-02-03 22:14:00
Ela só não escuta bem ném fica na tela inicial;5;0;2.2.399869.0;2021-04-29 12:26:40
Muito bom;5;0;2.2.416420.0;2021-08-14 01:09:29
Maravilhoso;5;0;2.2.384932.0;2021-02-25 15:24:43
Ótimo;5;0;2.2.398067.0;2021-04-27 14:26:06
Minha opiniao e bommm recomendo baix@;5;0;;2021-09-03 02:07:22
Amei Alexa . Cumpre certinho som de ótima qualidade incrível tenho duas;5;0;2.2.416420.0;2021-08-08 10:55:00
Muito bom;5;0;;2021-06-29 21:51:32
Excellent app.;5;0;2.2.345151.0;2020-07-11 18:35:08
Muito top;5;0;2.2.407457.0;2021-06-26 12:27:07
Aplicativo ótimo , muito bom;5;0;2.2.421843.0;2021-09-03 04:42:50
Muito bom;5;0;2.2.435306.0;2021-11-21 13:46:48
Da hora meu;5;0;2.2.371484.0;2020-11-17 22:11:58
Top;5;0;2.2.407457.0;2021-06-21 13:45:17
otimo, exepcional realmente mto bom , interativo;5;0;2.2.407457.0;2021-06-21 00:25:38
Hoje Alexa me contou uma história para dormir e foi uma delícia... Conseguiu me acalmar. Amo minha Alexa.;5;0;2.2.371484.0;2020-11-10 03:18:40
Eu gostei muito mesmo que ela n ta me ouvindo e que ela nn consegui tocará músicas;5;0;2.2.367729.0;2020-10-28 19:49:52
Muinto bom;5;0;2.2.399869.0;2021-05-04 21:45:19
Muito bom;5;0;2.2.403931.0;2021-05-28 17:55:42
Ótima;5;0;2.2.372932.0;2020-11-20 07:22:03
Excelente, muito bom o aplicativo!;5;0;2.2.347119.0;2020-07-25 13:52:09
Indescritível!!!! Recomendo muito!;5;0;2.2.312523.0;2020-01-22 21:41:05
MT bom;5;0;2.2.407457.0;2021-06-25 20:59:54
Amei;5;0;2.2.421843.0;2021-09-08 15:44:31
"Olha, o app me ajudou muito a configurar a ""Alexa"" e tudo mais, ficou tudo mais fácil, se vc que está lendo este comentário e tem uma ""Alexa"", o app ajuda a configura-la";5;0;2.2.387920.0;2021-03-13 14:58:47
Alexa um presente 🎁 incrível, amei! Aplicativo excelente!;5;0;2.2.416420.0;2021-08-31 21:58:22
Bom;5;0;2.2.416420.0;2021-08-18 00:09:59
Ótimo;5;0;;2021-04-06 22:58:03
muito bom;5;0;;2021-02-03 00:26:26
Melhor de todos;5;0;2.2.367729.0;2020-11-01 02:45:30
Simplesmente maravilhoso.;5;0;2.2.416420.0;2021-08-24 20:44:20
Showwww;5;0;2.2.367729.0;2020-10-20 20:17:39
Muito bacana a experiência com Alexa gostei ,mas ainda tem a melhorar , parabéns aos criadores.;5;0;2.2.359773.0;2020-09-19 16:01:55
Legal;5;0;2.2.415290.0;2021-07-28 22:47:43
Ótimo;5;0;2.2.416420.0;2021-08-16 23:00:44
Muito bom;5;0;;2020-09-02 18:38:18
Otimo;5;0;2.2.407457.0;2021-06-26 13:01:27
Muito bom, mas precisa melhorar as conexões;5;0;2.2.372932.0;2020-11-25 22:25:51
Ótimo;5;0;2.2.421843.0;2021-09-08 01:03:51
É um app ótimo, com várias opções de funções e configurações da echo dot Alexa. Parabéns 👏;5;0;2.2.435197.0;2021-11-15 11:10:12
Eeeeeeee munto;5;0;;2021-08-23 22:15:42
Mt bom;5;0;2.2.400291.0;2021-05-07 23:52:23
Muito bom o app!;5;0;2.2.426944.0;2021-10-02 15:21:46
App muito bom;5;0;2.2.427576.0;2021-10-10 18:39:55
Já uso esse App a mais de 4 anos e nunca tive problemas eu recomendo, mas porém quando vai ser lançado uma atualização onde vai ser adicionado o idioma português (Brasil)?;5;0;2.2.375370.0;2020-12-16 02:23:25
Ótimo.;5;0;2.2.297923.0;2019-10-08 20:50:38
Muito bom;5;0;2.2.367729.0;2020-10-25 15:25:18
Ótimo;5;0;2.2.375370.0;2020-12-02 22:27:27
Muito bom app;5;0;;2021-04-13 16:49:36
